feature,p_value,ks_stat,p_value_fdr_corrected,neg_log10_p_value,signature,compartment,channel
Cytoplasm_Texture_Correlation_PM_3_02_256,0.0009248079992757675,0.05666624916679983,0.0010404089991852385,2.9827958999598363,on,Cytoplasm,PM
Cytoplasm_Texture_Correlation_PM_3_03_256,0.0033296210429115056,0.051713277087623306,0.003664256323606129,2.436014153990518,on,Cytoplasm,PM
Cytoplasm_Texture_DifferenceEntropy_ER_3_01_256,6.581412887627183e-135,0.3560860363250478,4.3676649163344035e-134,133.3597506877413,on,Cytoplasm,ER
Cytoplasm_Texture_DifferenceEntropy_ER_3_03_256,6.718241775357692e-140,0.36245138965870427,4.695622177031919e-139,138.3283068549102,on,Cytoplasm,ER
Cytoplasm_Texture_DifferenceEntropy_Hoechst_3_01_256,5.096526873497545e-38,0.18999763096818859,1.1198722929390929e-37,36.950831500217426,on,Cytoplasm,Hoechst
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_03_256,6.295910774634652e-112,0.32496302086907475,3.2315729522929426e-111,110.4905860354954,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_DifferenceEntropy_PM_3_01_256,3.4063658938803445e-44,0.20489741740340997,8.350680568206666e-44,43.07827812871133,on,Cytoplasm,PM
Cytoplasm_Texture_DifferenceEntropy_PM_3_03_256,1.189539949435653e-44,0.20595596352170895,2.9270702126562697e-44,43.533566859867726,on,Cytoplasm,PM
Cytoplasm_Texture_DifferenceVariance_ER_3_03_256,6.069380151270544e-145,0.36876331580633703,4.583428459062928e-144,143.3388095429932,on,Cytoplasm,ER
Cytoplasm_Texture_DifferenceVariance_Hoechst_3_00_256,5.574343565846106e-42,0.19968754693874222,1.3173898283312562e-41,40.88028569410284,on,Cytoplasm,Hoechst
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_03_256,1.4854063000050226e-149,0.3744318762587981,1.1757975169919275e-148,147.92966746127385,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_DifferenceVariance_PM_3_03_256,1.5387407134750606e-31,0.17294356121627788,3.0728044035049083e-31,30.512465083473536,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas1_ER_3_00_256,2.6416383750154112e-61,0.24127869171857821,7.679453152146572e-61,60.11466970463787,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas1_ER_3_01_256,1.1253441564659261e-60,0.24004290810891915,3.2570533515335397e-60,59.48717512749995,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas1_ER_3_02_256,5.160827427355154e-77,0.27022878832740754,1.822937429985127e-76,75.7392282376964,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas1_ER_3_03_256,9.151342328762904e-83,0.2800361961187229,3.416154494316607e-82,81.46646249673246,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas1_Hoechst_3_00_256,1.103051823745821e-40,0.1965702945805478,2.5163369729201545e-40,39.5992312011916,on,Cytoplasm,Hoechst
Cytoplasm_Texture_InfoMeas1_Hoechst_3_01_256,4.7170698505444616e-6,0.07363945831231837,5.76043660187307e-6,5.239544598764572,on,Cytoplasm,Hoechst
Cytoplasm_Texture_InfoMeas1_Hoechst_3_02_256,7.632119897364223e-53,0.22405906167464795,2.055042119905039e-52,51.68717927244733,on,Cytoplasm,Hoechst
Cytoplasm_Texture_InfoMeas1_Hoechst_3_03_256,7.701102855353953e-11,0.10018989045667287,1.0719543593151583e-10,9.969823705239836,on,Cytoplasm,Hoechst
Cytoplasm_Texture_InfoMeas1_PM_3_00_256,2.699203952765178e-22,0.14509751981084856,4.630227146127211e-22,21.334397703174293,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas1_PM_3_01_256,1.1533091533271866e-23,0.14955597049603622,2.036892778860112e-23,22.691031831468646,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas1_PM_3_02_256,1.461793677318646e-38,0.191354825458662,3.222813577175673e-38,37.49176481541397,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas1_PM_3_03_256,1.4320286966871754e-36,0.18632339219761532,3.074649848769524e-36,35.51220433595554,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas2_ER_3_00_256,9.958047606785845e-32,0.1734645562608264,2.006882600508681e-31,30.69747803231696,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas2_ER_3_01_256,4.374605813585064e-14,0.11473136282993887,6.458687684326711e-14,13.189855715650825,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas2_ER_3_02_256,9.233974089335729e-19,0.1328894877852496,1.4796880430959938e-18,17.82982983557969,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas2_ER_3_03_256,1.6575921125713666e-8,0.08825859205928051,2.165085522782083e-8,7.664524943957842,on,Cytoplasm,ER
Cytoplasm_Texture_InfoMeas2_Hoechst_3_03_256,1.0197007043884248e-17,0.12906224571098868,1.602735317663146e-17,16.795138192910667,on,Cytoplasm,Hoechst
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_00_256,3.1551686217242574e-64,0.2469367746839598,9.379845178610123e-64,63.027804329918396,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_01_256,1.1811645563389306e-43,0.2036395590881483,2.853033505568667e-43,42.544693128028115,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_02_256,3.6451229523173257e-40,0.1953082772627813,8.209401118124331e-40,39.08568852382825,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_03_256,1.1608175496754265e-33,0.17871345736438574,2.398292862065268e-33,32.62009778511835,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InfoMeas2_PM_3_00_256,5.997768282150983e-36,0.18472369586878284,1.2822476517046646e-35,34.892028087623984,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas2_PM_3_01_256,1.0130186628235045e-23,0.14973680712417933,1.798792598581196e-23,22.745018908074275,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas2_PM_3_02_256,2.6218011142604136e-24,0.15160483909539135,4.693524065583356e-24,23.32850095099014,on,Cytoplasm,PM
Cytoplasm_Texture_InfoMeas2_PM_3_03_256,7.38730545985774e-20,0.13679655071527644,1.201351407704588e-19,18.920329938388786,on,Cytoplasm,PM
Cytoplasm_Texture_InverseDifferenceMoment_Actin_3_02_256,1.93e-322,0.9153022339122185,2.272e-320,319.64355193354174,on,Cytoplasm,Actin
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_01_256,1.1876497181910007e-167,0.39578299540638173,1.0688847463719006e-166,165.97106912052848,on,Cytoplasm,ER
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_03_256,1.712852959134587e-167,0.39560359843295184,1.5207356677721944e-166,165.81794626786964,on,Cytoplasm,ER
Cytoplasm_Texture_InverseDifferenceMoment_Hoechst_3_00_256,5.154801245473582e-24,0.15067290261103777,9.17806075413589e-24,23.037249071821282,on,Cytoplasm,Hoechst
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,5.749149480041268e-193,0.4236014434298078,6.092243884495344e-192,191.2152227193264,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_01_256,5.3168736559752365e-185,0.4150809269904706,5.137038223493722e-184,183.28928720278049,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_02_256,2.600431067043007e-217,0.44847067879239844,3.3499670804848154e-216,215.47495946067477,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_03_256,1.3682201103274037e-222,0.4536545554914109,1.7978412249702087e-221,220.74524866530803,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_01_256,2.0185542709012093e-78,0.27266404425562574,7.286759098802717e-78,77.13746558806956,on,Cytoplasm,PM
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_03_256,5.380534181840205e-87,0.28702587971300964,2.067257869864921e-86,85.68460534607509,on,Cytoplasm,PM
Cytoplasm_Texture_SumAverage_Hoechst_3_01_256,1.8059600833807752e-17,0.12813454820995732,2.825037559002784e-17,16.548975773841278,on,Cytoplasm,Hoechst
Cytoplasm_Texture_SumEntropy_PM_3_01_256,6.122149639893787e-104,0.3133494062783982,2.873037366721584e-103,102.54165872553764,on,Cytoplasm,PM
Cytoplasm_Texture_SumVariance_ER_3_01_256,2.7750702512397535e-103,0.3123746800567352,1.2930646489819278e-102,101.88837976128028,on,Cytoplasm,ER
Cytoplasm_Texture_SumVariance_Hoechst_3_00_256,8.648507420256902e-118,0.33320856325818815,4.582314012184504e-117,116.33891515323343,on,Cytoplasm,Hoechst
Cytoplasm_Texture_SumVariance_Mitochondria_3_01_256,3.347015849086345e-97,0.3031761662282918,1.4562843793706813e-96,95.83675380886098,on,Cytoplasm,Mitochondria
Cytoplasm_Texture_SumVariance_PM_3_01_256,7.781480310768061e-35,0.18182303156410967,1.6386001808251977e-34,33.78552700155072,on,Cytoplasm,PM
Cells_AreaShape_Area,2.5340161478098667e-23,0.14845551442941926,4.4277888540188366e-23,22.353813097305704,on,Cells,no-channel
Cells_AreaShape_FormFactor,0.000943529485611945,0.056591946987434534,0.0010596561915334152,2.9748350199615934,on,Cells,no-channel
Cells_AreaShape_MaximumRadius,4.013764401252094e-41,0.1976314000850036,9.22043080986932e-41,40.03524878675786,on,Cells,no-channel
Cells_AreaShape_Orientation,0.12248802248285115,0.03411741727863989,0.12794058946142003,0.8929916526863607,off,Cells,no-channel
Cells_AreaShape_Solidity,1.0355760584339727e-21,0.1431531861398362,1.744547359977231e-21,20.75831723607681,on,Cells,no-channel
Cells_AreaShape_Zernike_1_1,8.235551551016068e-15,0.117733602772711,1.2325187628741587e-14,13.90920646065058,on,Cells,no-channel
Cells_AreaShape_Zernike_2_0,3.1829642938775155e-53,0.2248611093115427,8.677209714014638e-53,52.061619906231634,on,Cells,no-channel
Cells_AreaShape_Zernike_3_1,3.7778710795749055e-6,0.0742685074411753,4.639366914543389e-6,5.333541278988003,on,Cells,no-channel
Cells_AreaShape_Zernike_3_3,4.3500995867624525e-12,0.10601969223701388,6.213077018484634e-12,11.206693262756502,on,Cells,no-channel
Cells_AreaShape_Zernike_4_0,0.7862660848558473,0.018806049557074232,0.7898728100157365,0.10244283574177046,off,Cells,no-channel
Cells_AreaShape_Zernike_4_2,0.01910960098593149,0.04406983029190279,0.02048125260645512,1.6886434860049981,on,Cells,no-channel
Cells_AreaShape_Zernike_4_4,0.0018551082388162435,0.05403112117589717,0.002058794109632216,2.686387082969898,on,Cells,no-channel
Cells_AreaShape_Zernike_5_1,0.03240103258565907,0.0414845303502408,0.034390110514988706,1.463566428540515,on,Cells,no-channel
Cells_AreaShape_Zernike_5_3,5.679152199629072e-8,0.08528754463529467,7.330457750798233e-8,7.134868904971609,on,Cells,no-channel
Cells_AreaShape_Zernike_5_5,6.759003758153379e-8,0.08485908739647882,8.707187194327001e-8,7.060122118617399,on,Cells,no-channel
Cells_AreaShape_Zernike_6_0,0.07820312161036654,0.0367686214138401,0.0822071214368173,1.085090558776889,off,Cells,no-channel
Cells_AreaShape_Zernike_6_2,0.32570588717467613,0.027441338469381505,0.33488070089790645,0.47510988003568433,off,Cells,no-channel
Cells_AreaShape_Zernike_6_4,0.39042826917058976,0.025997604734480484,0.4001737485882644,0.3977514044984046,off,Cells,no-channel
Cells_AreaShape_Zernike_6_6,0.9693229411497158,0.014092140141108557,0.9693229411497158,0.013531508611266186,off,Cells,no-channel
Cells_AreaShape_Zernike_7_1,0.24802144090606876,0.02946237374428117,0.2562108281057975,0.5914025198402613,off,Cells,no-channel
Cells_AreaShape_Zernike_7_3,0.7228229193341792,0.01994641605157419,0.7306071661577781,0.1363160723273374,off,Cells,no-channel
Cells_AreaShape_Zernike_7_5,0.003528063285310186,0.05147813348446509,0.0038696787620180174,2.412325086059518,on,Cells,no-channel
Cells_AreaShape_Zernike_7_7,1.6371017926102799e-9,0.09358827378841458,2.213119090010193e-9,8.65499521565128,on,Cells,no-channel
Cells_AreaShape_Zernike_8_0,0.7053845108654071,0.020250663080966663,0.7140795433568142,0.14625340822828137,off,Cells,no-channel
Cells_AreaShape_Zernike_8_2,0.37381046972521315,0.026352639582922433,0.38373981032728915,0.4159631434427942,off,Cells,no-channel
Cells_AreaShape_Zernike_8_4,0.06489063798745474,0.03781645010260739,0.0683223544194836,1.165437176075323,off,Cells,no-channel
Cells_AreaShape_Zernike_8_8,0.03794768649739292,0.0406790435381978,0.04008300647714976,1.3970397111062005,on,Cells,no-channel
Cells_AreaShape_Zernike_9_1,0.6857900096829981,0.020589941708380664,0.6953148709285953,0.1578184821156561,off,Cells,no-channel
Cells_AreaShape_Zernike_9_3,0.5055999612704098,0.023745664839744836,0.5142092485366243,0.28886011642847453,off,Cells,no-channel
Cells_AreaShape_Zernike_9_5,0.1921222043348301,0.03123018975129005,0.19909193729965832,0.7009463274018681,off,Cells,no-channel
Cells_AreaShape_Zernike_9_9,0.000705016194797911,0.05766089061199562,0.0007986131723831509,3.0976635307981586,on,Cells,no-channel
Cells_Correlation_Correlation_Actin_ER,7.574664977470928e-49,0.2154261721868627,1.967017743161423e-48,47.70619172258074,on,Cells,Actin
Cells_Correlation_Correlation_Actin_Hoechst,4.121544429650104e-64,0.2467145879732205,1.2197543649910445e-63,62.91372761905448,on,Cells,Actin
Cells_Correlation_Correlation_Actin_PM,1.5477987360641432e-15,0.12066338009491803,2.3539439110975515e-15,14.628203889577135,on,Cells,Actin
Cells_Correlation_Correlation_ER_Hoechst,4.1538283528880597e-190,0.4205720100091194,4.331849568011834e-189,188.36332663351408,on,Cells,ER
Cells_Correlation_Correlation_ER_PM,2.715787272896213e-130,0.35007915701498155,1.683275696502653e-129,128.77384474696896,on,Cells,ER
Cells_Correlation_Correlation_Hoechst_Mitochondria,2.1812583300344264e-225,0.45636726487519236,2.9246667812910576e-224,223.5339236076297,on,Cells,Hoechst
Cells_Correlation_Correlation_Hoechst_PM,4.368047580167787e-118,0.3336173452159234,2.333176634284745e-117,116.63205238148426,on,Cells,Hoechst
Cells_Correlation_Correlation_Mitochondria_PM,8.888240415313884e-210,0.4409520020718231,1.0617407187020404e-208,207.9739815267433,on,Cells,Mitochondria
Cells_Correlation_K_Actin_Mitochondria,3.8e-322,0.890478747577181,2.538e-320,319.59550577739145,on,Cells,Actin
Cells_Correlation_K_Hoechst_PM,9.086715456268517e-210,0.4409475231460486,1.0660664383515029e-208,207.97221572878942,on,Cells,Hoechst
Cells_Correlation_K_Mitochondria_PM,1.7339317516731187e-212,0.4436756688275884,2.190756078556229e-211,210.65940597462284,on,Cells,Mitochondria
Cells_Correlation_K_PM_Mitochondria,7.399667841600613e-226,0.45682459518908985,1.0128295358190841e-224,223.9944636423818,on,Cells,PM
Cells_Correlation_Manders_Actin_Hoechst,1.0216062643053564e-30,0.1706543502606335,2.0156015484943518e-30,29.69559531666758,on,Cells,Actin
Cells_Correlation_Manders_ER_Hoechst,4.904798014188304e-12,0.10578270907505544,6.9901351308497086e-12,11.155514428544002,on,Cells,ER
Cells_Correlation_Manders_Mitochondria_Hoechst,2.6721859715878634e-25,0.15470897459953206,4.917720401493631e-25,24.30823616684177,on,Cells,Mitochondria
Cells_Correlation_Manders_PM_Hoechst,1.0774803853441539e-6,0.07772607817740992,1.3458262607815762e-6,5.871011001667763,on,Cells,PM
Cells_Correlation_Overlap_Actin_Mitochondria,2.088480021757874e-163,0.3908968872905522,1.7819887977856148e-162,161.74909503041988,on,Cells,Actin
Cells_Correlation_Overlap_Actin_PM,0.02955562063185223,0.04194609964746055,0.0314207811571633,1.502783022095906,on,Cells,Actin
Cells_Correlation_Overlap_Hoechst_PM,5.977993251420427e-292,0.5159213014350638,1.0614977205900598e-290,289.97408093408035,on,Cells,Hoechst
Cells_Correlation_Overlap_Mitochondria_PM,5.439212535854439e-9,0.09086316737793608,7.2047633791459005e-9,8.142380277836628,on,Cells,Mitochondria
Cells_Correlation_RWC_Actin_Mitochondria,2.3879689953126186e-68,0.25468715583254514,7.435524312418912e-68,67.12868840199584,on,Cells,Actin
Cells_Correlation_RWC_ER_PM,0.00009391871836460565,0.06457147317787301,0.0001107802476939783,3.9555376681475605,on,Cells,ER
Cells_Correlation_RWC_Hoechst_ER,1.2610104441955812e-53,0.22570810616781672,3.4520160909854036e-53,52.461927188562306,on,Cells,Hoechst
Cells_Correlation_RWC_Hoechst_PM,1.9244895406741186e-134,0.3554849804822811,1.264389628222896e-133,132.8981190753317,on,Cells,Hoechst
Cells_Correlation_RWC_Mitochondria_PM,0.00003574648988051933,0.0676329789063391,0.00004277858625045756,4.368773572120041,on,Cells,Mitochondria
Cells_Correlation_RWC_PM_Actin,1.2043991625746185e-128,0.347906078206203,7.326761572328929e-128,127.13508794105368,on,Cells,PM
Cells_Correlation_RWC_PM_ER,1.624580228412997e-91,0.29429877538171245,6.712888113631064e-91,90.17309059131314,on,Cells,PM
Cells_Correlation_RWC_PM_Mitochondria,2.043507973317062e-25,0.15506944814355725,3.7819288407586187e-25,24.422286646923183,on,Cells,PM
Cells_Granularity_1_Actin,2.683349647683926e-29,0.1666277160085925,5.18517858390688e-29,28.285236281383,on,Cells,Actin
Cells_Granularity_1_Hoechst,1.4165809306049598e-31,0.17304313733394183,2.846158016536571e-31,30.5457409918818,on,Cells,Hoechst
Cells_Granularity_2_ER,1.995153632239237e-18,0.13167401930321032,3.1815920785950946e-18,17.497355503310335,on,Cells,ER
Cells_Granularity_2_Hoechst,4.3377753380198034e-23,0.1476992958008951,7.539466658939182e-23,22.122659374988597,on,Cells,Hoechst
Cells_Granularity_2_Mitochondria,7.253358691837618e-46,0.20874305506567306,1.8188765879913418e-45,44.74019676711168,on,Cells,Mitochondria
Cells_Intensity_IntegratedIntensityEdge_Actin,0.0,0.9529757582941307,0.0,inf,on,Cells,Actin
Cells_Intensity_IntegratedIntensityEdge_ER,1.4571938221421166e-299,0.5221878784592303,2.7353609747067732e-298,297.56298535343336,on,Cells,ER
Cells_Intensity_IntegratedIntensityEdge_Hoechst,1.8633112364833556e-104,0.31411674224054104,8.870981756301194e-104,103.05202831390558,on,Cells,Hoechst
Cells_Intensity_IntegratedIntensityEdge_Mitochondria,2.9e-321,0.6864491220425694,1.12084e-319,318.9504574153696,on,Cells,Mitochondria
Cells_Intensity_IntegratedIntensityEdge_PM,7.735114675457568e-190,0.42027912025579783,7.94057865902441e-189,188.1001478477915,on,Cells,PM
Cells_Intensity_IntegratedIntensity_Hoechst,1.2860740523732265e-85,0.28477042066230834,4.884107817394277e-85,84.31121475750713,on,Cells,Hoechst
Cells_Intensity_LowerQuartileIntensity_Hoechst,9.429613143577926e-112,0.32471628004739345,4.80252390335713e-111,110.31853046486913,on,Cells,Hoechst
Cells_Intensity_MADIntensity_Actin,4.2e-322,0.8854406759082901,2.538e-320,319.59550577739145,on,Cells,Actin
Cells_Intensity_MADIntensity_Hoechst,2.117540519911528e-147,0.371798267903426,1.6562191923593737e-146,145.78088218703624,on,Cells,Hoechst
Cells_Intensity_MassDisplacement_Actin,0.0001410471736204275,0.06323819295180244,0.0001640141470241077,3.785118690308864,on,Cells,Actin
Cells_Intensity_MassDisplacement_Hoechst,9.624272709439687e-9,0.08953868504177957,1.2621052235732284e-8,7.89890443581121,on,Cells,Hoechst
Cells_Intensity_MaxIntensityEdge_ER,6.6652353998956426e-167,0.3949286403149069,5.838746210308584e-166,165.23368040158684,on,Cells,ER
Cells_Intensity_MaxIntensityEdge_Hoechst,8.236114813918457e-48,0.213127123590678,2.1137216534157917e-47,46.674952203568125,on,Cells,Hoechst
Cells_Intensity_MaxIntensityEdge_Mitochondria,2.4651622162030566e-168,0.3965665674744569,2.2494605222852894e-167,166.6479216242384,on,Cells,Mitochondria
Cells_Intensity_MaxIntensityEdge_PM,2.602504195463943e-72,0.2619165419365819,8.549226282099053e-72,71.06807318780044,on,Cells,PM
Cells_Intensity_MaxIntensity_Hoechst,3.629758704068808e-273,0.5000116771993405,6.275661759403176e-272,271.20234047171084,on,Cells,Hoechst
Cells_Intensity_MeanIntensityEdge_Hoechst,1.5427256782091223e-97,0.3036966014071185,6.802488393177136e-97,96.16733219056744,on,Cells,Hoechst
Cells_Intensity_MedianIntensity_Hoechst,2.9261956660825837e-139,0.36164342344132183,2.0026151589752682e-138,137.6984025007271,on,Cells,Hoechst
Cells_Intensity_MinIntensityEdge_Actin,3.25e-321,0.6670305793858401,1.1866e-319,318.92569658504533,on,Cells,Actin
Cells_Intensity_MinIntensityEdge_Hoechst,5.2943510711353495e-49,0.21576729037307693,1.380312957831716e-48,47.8600224350117,on,Cells,Hoechst
Cells_Intensity_MinIntensity_Actin,7.23e-321,0.5402393090041284,1.5319e-319,318.81476960041846,on,Cells,Actin
Cells_Intensity_StdIntensityEdge_Mitochondria,3.1578482906281196e-206,0.43735630446393736,3.5770798740390944e-205,204.44647136220854,on,Cells,Mitochondria
Cells_Intensity_StdIntensityEdge_PM,1.106799266551921e-124,0.34262110575399596,6.37865893091765e-124,123.19527061910372,on,Cells,PM
Cells_Intensity_UpperQuartileIntensity_Hoechst,1.7485712783723836e-123,0.3410077327053879,9.903545947333242e-123,122.00420927917693,on,Cells,Hoechst
Cells_Neighbors_AngleBetweenNeighbors_Adjacent,9.225333726361511e-25,0.15303241670517742,1.6789596283156545e-24,23.774959746631772,on,Cells,no-channel
Cells_Neighbors_FirstClosestDistance_Adjacent,6.541577179659782e-30,0.16837865606312982,1.2753163819099337e-29,28.894382061604365,on,Cells,no-channel
Cells_Neighbors_PercentTouching_Adjacent,1.0468517829777071e-59,0.23812592787745787,2.9903548757232766e-59,58.52427726939363,on,Cells,no-channel
Cells_Neighbors_SecondClosestDistance_Adjacent,2.435981795603899e-64,0.2471504034472372,7.27472745323528e-64,63.138183272826346,on,Cells,no-channel
Cells_RadialDistribution_FracAtD_Actin_1of4,4.048667019203982e-13,0.11060323292061632,5.911053848037813e-13,12.228335084332526,on,Cells,Actin
Cells_RadialDistribution_FracAtD_Actin_3of4,3.915162654141162e-17,0.12686773204314677,6.109885662163286e-17,16.213966916886115,on,Cells,Actin
Cells_RadialDistribution_FracAtD_Actin_4of4,8.742800349262757e-20,0.13653957234896782,1.418276501102625e-19,18.84823909270942,on,Cells,Actin
Cells_RadialDistribution_FracAtD_ER_2of4,1.0176495596142298e-10,0.09960603048964736,1.4135216927411182e-10,9.84969752218297,on,Cells,ER
Cells_RadialDistribution_FracAtD_ER_3of4,1.2104680729668312e-14,0.11704832712922132,1.803350394419973e-14,13.743919880832648,on,Cells,ER
Cells_RadialDistribution_FracAtD_ER_4of4,4.3094276576105686e-20,0.13761587420872978,7.078234927625359e-20,19.15007502716358,on,Cells,ER
Cells_RadialDistribution_FracAtD_Hoechst_1of4,2.496712113546225e-7,0.0815708360506816,3.1666792637063127e-7,6.499395921805363,on,Cells,Hoechst
Cells_RadialDistribution_FracAtD_Hoechst_2of4,6.746859456027651e-6,0.0726143441756929,8.223908464953926e-6,5.084921732174996,on,Cells,Hoechst
Cells_RadialDistribution_FracAtD_Hoechst_3of4,4.60962895048896e-22,0.1443267446735575,7.845922850961779e-22,21.10535596660749,on,Cells,Hoechst
Cells_RadialDistribution_FracAtD_Mitochondria_1of4,1.1128972250297755e-9,0.09444718778648128,1.5169574208393414e-9,8.819026609163194,on,Cells,Mitochondria
Cells_RadialDistribution_FracAtD_Mitochondria_2of4,5.922346172776933e-11,0.10073663932442443,8.278683905349883e-11,10.082038699214438,on,Cells,Mitochondria
Cells_RadialDistribution_FracAtD_Mitochondria_3of4,1.8367541023559742e-16,0.12429762845679092,2.8261064291519323e-16,15.548811486959133,on,Cells,Mitochondria
Cells_RadialDistribution_FracAtD_Mitochondria_4of4,1.5085574057741162e-15,0.12070784942939286,2.299587507177713e-15,14.638350059383567,on,Cells,Mitochondria
Cells_RadialDistribution_FracAtD_PM_1of4,0.00009563410261465767,0.06451268727708347,0.0001126014434011292,3.9484560423698603,on,Cells,PM
Cells_RadialDistribution_FracAtD_PM_3of4,1.5969113566287244e-9,0.0936437004948733,2.163238683103241e-9,8.66489555960122,on,Cells,PM
Cells_RadialDistribution_FracAtD_PM_4of4,0.00030163065198086063,0.06066744951890739,0.0003464533887262683,3.460355186393145,on,Cells,PM
Cells_RadialDistribution_MeanFrac_Actin_1of4,0.00025230353596936053,0.06128114233082337,0.0002908130230383682,3.536386149026683,on,Cells,Actin
Cells_RadialDistribution_MeanFrac_Actin_2of4,0.00019747304135150928,0.06211334273587823,0.00022801368746562672,3.6420390818926554,on,Cells,Actin
Cells_RadialDistribution_MeanFrac_Actin_3of4,0.001897512308007552,0.053943302238391146,0.002102302843779025,2.677304722223827,on,Cells,Actin
Cells_RadialDistribution_MeanFrac_Actin_4of4,3.733076612006274e-6,0.07430201940366622,4.592942573198731e-6,5.337908984649313,on,Cells,Actin
Cells_RadialDistribution_MeanFrac_ER_2of4,4.601468857111541e-53,0.22452415012783333,1.2492417517034226e-52,51.903353509367065,on,Cells,ER
Cells_RadialDistribution_MeanFrac_ER_3of4,4.3961658134526703e-73,0.2633000501159802,1.4513974570042233e-72,71.83821364218184,on,Cells,ER
Cells_RadialDistribution_MeanFrac_ER_4of4,1.0889547602539962e-64,0.24781912306152493,3.266864280761989e-64,63.48586890756327,on,Cells,ER
Cells_RadialDistribution_MeanFrac_Hoechst_1of4,2.5294375706221776e-10,0.09767457373023654,3.483942314253188e-10,9.457929044482091,on,Cells,Hoechst
Cells_RadialDistribution_MeanFrac_Hoechst_2of4,4.844331484179949e-23,0.14754365313023324,8.397693364396375e-23,22.075839987352506,on,Cells,Hoechst
Cells_RadialDistribution_MeanFrac_Hoechst_3of4,4.766703903860708e-24,0.1507812766186158,8.510120828360015e-24,23.070064273673637,on,Cells,Hoechst
Cells_RadialDistribution_MeanFrac_Hoechst_4of4,5.77352685520759e-37,0.18733171036258664,1.2518835458321408e-36,35.90243606869329,on,Cells,Hoechst
Cells_RadialDistribution_MeanFrac_Mitochondria_1of4,3.209281711316298e-45,0.20726676913808992,7.956596544659651e-45,44.099272663161784,on,Cells,Mitochondria
Cells_RadialDistribution_MeanFrac_Mitochondria_2of4,1.0618904733110056e-68,0.2553397193217179,3.3222001950730035e-68,67.4785742006035,on,Cells,Mitochondria
Cells_RadialDistribution_MeanFrac_Mitochondria_3of4,3.009959622521148e-86,0.2858031329765869,1.1497345767420898e-85,84.93940240761235,on,Cells,Mitochondria
Cells_RadialDistribution_MeanFrac_Mitochondria_4of4,1.0307755743648393e-69,0.25720063300018126,3.27159204037536e-69,68.48524085709728,on,Cells,Mitochondria
Cells_RadialDistribution_MeanFrac_PM_1of4,5.889889309454456e-14,0.11418813311815294,8.656951401144468e-14,13.062635020541393,on,Cells,PM
Cells_RadialDistribution_MeanFrac_PM_3of4,2.1286622523720815e-35,0.18329571835490976,4.496884565300507e-35,34.34708826059671,on,Cells,PM
Cells_RadialDistribution_MeanFrac_PM_4of4,4.631446359073688e-20,0.13750662041216036,7.5881801942928e-20,19.119862364597044,on,Cells,PM
Cells_RadialDistribution_RadialCV_Actin_1of4,6.792904540387597e-23,0.14706512789972453,1.1744574429038557e-22,21.930162715495037,on,Cells,Actin
Cells_RadialDistribution_RadialCV_Actin_2of4,3.986807838482507e-19,0.13420141313307415,6.419933210497567e-19,18.192469490071836,on,Cells,Actin
Cells_RadialDistribution_RadialCV_Actin_3of4,9.693205704644254e-8,0.08396458193466878,1.241410555156194e-7,6.906084566324068,on,Cells,Actin
Cells_RadialDistribution_RadialCV_Actin_4of4,1.8376393911311499e-9,0.09332937588248834,2.4740349999450114e-9,8.606594160739448,on,Cells,Actin
